regionID,solarSystemID,solarSystemName,x,y,z,security,,,
10000069,30045326,Uuhulanen,-199,105,151.00,0.492079,,,
10000067,30005291,Ebasez,-245,16.4,11.30,0.491687,,,
10000052,30004110,Finid,-229,26.9,-22.10,0.490505,,,
10000033,30002817,Aramachi,-149,121,134.00,0.489789,,,
10000001,30000109,Berta,-85.4,33.5,-78.70,0.489557,,,
10000033,30002797,Kaunokka,-176,80.8,105.00,0.489407,,,
10000016,30001400,Litiura,-185,98.4,159.00,0.489405,,,
10000020,30001680,Hoona,-217,34.3,-116.00,0.488944,,,
10000038,30003094,Imata,-174,18.8,-42.60,0.488355,,,
10000067,30005216,Apanake,-248,56.9,15.50,0.488194,,,
10000048,30003798,Slays,-262,39,53.70,0.487171,,,
10000052,30004129,Munory,-247,41.4,-47.00,0.487111,,,
10000043,30003539,Miakie,-159,96.9,-101.00,0.48477,,,
10000038,30003073,Netsalakka,-159,41.7,-56.70,0.483956,,,
10000002,30000184,Uminas,-76.5,100,92.70,0.483909,,,
10000052,30004087,Gonan,-240,61.6,-55.00,0.483655,,,
10000030,30002557,Atgur,-82.1,8.4,33.00,0.48302,,,
10000032,30002694,Odette,-160,28.2,12.20,0.483016,,,
10000038,30003075,Myyhera,-164,30.8,-55.90,0.481707,,,
10000002,30000171,Otitoh,-67.2,96,117.00,0.481667,,,
10000043,30002254,Jerma,-182,86.6,-105.00,0.481446,,,
10000052,30004077,Hiroudeh,-212,50.9,-14.20,0.481277,,,
10000067,30005267,Bherdasopt,-284,0.646,-9.07,0.481232,,,
10000067,30005194,Cleyd,-226,41.1,-17.20,0.481204,,,
10000016,30001419,Atai,-207,91.5,193.00,0.481114,,,
10000043,30003555,Bittanshal,-150,70.6,-117.00,0.480322,,,
10000043,30002201,Shuria,-246,25.7,-55.00,0.479472,,,
10000002,30000172,Otomainen,-77.8,102,119.00,0.479159,,,
10000032,30002704,Adrallezoen,-185,56,-2.08,0.478932,,,
10000067,30005294,Bania,-245,13.5,15.20,0.478834,,,
10000030,30002513,Dammalin,-118,56.8,-2.65,0.478756,,,
10000036,30002968,Dital,-122,53.5,-85.00,0.478715,,,
10000054,30004250,Chibi,-371,13,-42.30,0.478673,,,
10000043,30003537,Erzoh,-186,89.8,-58.60,0.478576,,,
10000001,30000050,Fera,-74.3,39.4,-79.00,0.477246,,,
10000042,30002073,Tvink,-135,41.3,52.50,0.476867,,,
10000032,30002683,Barmalie,-151,41.3,42.80,0.476491,,,
10000033,30002771,Kulelen,-173,75.7,97.40,0.475369,,,
10000030,30002578,Otraren,-58.3,17.6,51.50,0.475109,,,
10000067,30005227,Iderion,-235,25.4,-23.00,0.474549,,,
10000038,30003084,Malpara,-147,48.5,-61.50,0.474424,,,
10000042,30002055,Amo,-131,32.2,49.10,0.474411,,,
10000002,30000201,Uchoshi,-100,73.8,141.00,0.474179,,,
10000043,30002213,Mazitah,-195,79.1,-102.00,0.473992,,,
10000001,30000107,Gamis,-102,40.6,-82.50,0.473906,,,
10000049,30003895,Ainsan,-288,16.7,-162.00,0.473062,,,
10000001,30000042,Moh,-62.7,33.8,-64.20,0.472835,,,
10000054,30004295,Keba,-403,20.4,-83.20,0.472105,,,
10000068,30005330,Arraron,-225,55.4,47.20,0.471987,,,
10000049,30003908,Bashyam,-309,14.9,-138.00,0.471126,,,
10000054,30004252,Bazadod,-368,20.1,-55.30,0.470965,,,
10000064,30004975,Mesybier,-212,64,64.70,0.470379,,,
10000042,30003461,Diromitur,-32.5,36.1,36.40,0.469726,,,
10000016,30001384,Autaris,-146,78,157.00,0.468632,,,
10000043,30002202,Narai,-247,27.4,-59.90,0.468422,,,
10000067,30005221,Zoohen,-234,37.4,5.43,0.467727,,,
10000043,30002271,Rayl,-166,46.1,-119.00,0.466544,,,
10000032,30002684,Audaerne,-151,35.4,44.10,0.46594,,,
10000038,30003076,Gammel,-151,52.5,-52.60,0.465589,,,
10000042,30002051,Anher,-115,14.6,49.50,0.464528,,,
10000016,30001444,Oimmo,-153,95.6,160.00,0.463883,,,
10000001,30000112,Arnola,-53.5,42.1,-41.30,0.462835,,,
10000033,30002793,Inari,-132,97.2,83.30,0.462497,,,
10000016,30001383,Vaajaita,-160,82.4,155.00,0.462064,,,
10000042,30002074,Lanngisi,-138,42.1,55.60,0.461206,,,
10000032,30002634,Balle,-179,75.4,39.40,0.460889,,,
10000043,30003542,Hayumtom,-152,103,-92.50,0.460561,,,
10000064,30005009,Allebin,-215,25.4,58.60,0.460556,,,
10000043,30002252,Bika,-185,86.8,-104.00,0.459159,,,
10000067,30005197,Atreen,-227,49.7,-18.70,0.458912,,,
10000067,30005222,Serren,-237,33.4,0.05,0.458879,,,
10000052,30004089,Neburab,-247,50.7,-51.20,0.458301,,,
10000049,30003893,Moro,-275,51,-182.00,0.458057,,,
10000067,30005231,Pashanai,-258,9.97,12.60,0.457643,,,
10000002,30000202,Mastakomon,-98.8,68.8,142.00,0.456966,,,
10000001,30000011,Shenela,-69.6,57.1,-80.70,0.456959,,,
10000032,30002650,Ney,-172,33.2,-5.27,0.456755,,,
10000067,30005209,Sibe,-246,43.5,-9.96,0.456226,,,
10000065,30005081,Piri,-262,35.1,-77.40,0.455878,,,
10000020,30001666,Pera,-189,50.1,-124.00,0.455398,,,
10000054,30004268,Shenda,-370,16.5,-67.50,0.455178,,,
10000043,30002215,Sakhti,-199,80.1,-104.00,0.454842,,,
10000067,30005252,Anzalaisio,-273,16,-30.40,0.454556,,,
10000052,30004116,Rayeret,-259,40.2,-29.90,0.454546,,,
10000032,30002652,Ala,-175,35.7,-9.75,0.453766,,,
10000038,30003064,Tuomuta,-144,62.2,-46.90,0.453749,,,
10000065,30005078,Keproh,-257,50.2,-73.60,0.453541,,,
10000016,30001373,Raussinen,-172,68.3,141.00,0.453233,,,
10000032,30002696,Stegette,-162,31.9,5.08,0.453173,,,
10000033,30002795,Oshaima,-176,66.6,99.20,0.453128,,,
10000065,30005070,Tadadan,-235,76.6,-95.70,0.452806,,,
10000043,30003476,Ealur,-203,55.4,-7.24,0.451701,,,
10000016,30001433,Oishami,-220,83.2,184.00,0.450911,,,
10000042,30003463,Erlendur,-25.7,34.7,34.10,0.450741,,,
10000001,30000062,Iosantin,-60.4,75.3,-59.40,0.450343,,,
10000067,30005251,Asanot,-272,7.88,-24.70,0.450305,,,
10000064,30004978,Pemene,-221,53.2,57.60,0.450192,,,
10000043,30002246,Neziel,-242,18,-73.10,0.449944,,,
10000049,30003916,Rilera,-316,24.5,-134.00,0.449848,,,
10000064,30004992,Palmon,-214,7.53,32.70,0.44971,,,
10000042,30003425,Erstet,-76.1,77.2,62.40,0.449402,,,
10000032,30002693,Egghelende,-156,30.2,12.80,0.449268,,,
10000043,30003544,Galeh,-148,84.3,-109.00,0.449164,,,
10000065,30005087,Liparer,-279,25.4,-84.60,0.449136,,,
10000036,30002981,Halmah,-161,47.9,-41.40,0.448846,,,
10000033,30002769,Enderailen,-172,74.4,88.30,0.448785,,,
10000033,30002742,Erila,-126,93.9,155.00,0.448706,,,
10000032,30002654,Schoorasana,-179,49.5,-14.40,0.4481,,,
10000016,30001398,Aunenen,-191,88.9,178.00,0.44779,,,
10000048,30003843,Avaux,-257,59.8,53.80,0.447705,,,
10000038,30003093,Ayeroilen,-168,23.7,-40.60,0.446568,,,
10000052,30004117,Bushemal,-261,34.6,-33.90,0.445418,,,
10000032,30002702,Archee,-176,56.7,-1.00,0.445356,,,
10000069,30045342,Akidagi,-220,109,136.00,0.444939,,,
10000049,30003905,Chamemi,-311,19.8,-142.00,0.444911,,,
10000030,30002536,Ebodold,-71.5,7.35,14.20,0.444632,,,
10000030,30002555,Eifer,-85.1,6.55,38.40,0.444525,,,
10000067,30005195,Vecamia,-221,38.8,-7.62,0.444391,,,
10000067,30005225,Alal,-237,24.3,-11.90,0.443534,,,
10000044,30003573,Pertnineere,-300,26.3,23.00,0.442911,,,
10000001,30000013,Onsooh,-81.8,60.3,-86.60,0.442817,,,
10000067,30005208,Ziasad,-243,43.7,-13.50,0.442405,,,
10000001,30000099,Arena,-68.5,70.6,-76.30,0.44233,,,
10000065,30005077,Atarli,-255,39.3,-71.30,0.44219,,,
10000067,30005224,Assez,-235,32.9,-7.86,0.442118,,,
10000043,30003530,Raravath,-182,97.7,-63.10,0.441866,,,
10000038,30003069,Kamela,-137,52.6,-43.70,0.440866,,,
10000002,30000162,Maila,-75.1,53.8,92.30,0.440715,,,
10000032,30002645,Carrou,-160,42.1,79.30,0.440589,,,
10000016,30001402,Passari,-175,99.8,154.00,0.440063,,,
10000044,30003584,Sarline,-311,32.2,-3.20,0.43883,,,
10000030,30002537,Amamake,-124,44.2,6.11,0.438761,,,
10000032,30002647,Ignoitton,-161,41.9,78.30,0.438755,,,
10000030,30002515,Olfeim,-123,51.2,3.42,0.438684,,,
10000033,30002741,Horkkisen,-128,106,153.00,0.438425,,,
10000020,30001661,Gyerzen,-196,82.9,-138.00,0.43818,,,
10000065,30005035,Ami,-251,23.5,-80.60,0.438171,,,
10000042,30002056,Resbroko,-131,30.2,43.90,0.437876,,,
10000064,30005012,Haine,-209,27.3,63.90,0.436471,,,
10000067,30005226,Dom-Aphis,-233,22.7,-16.90,0.436359,,,
10000032,30002653,Gratesier,-174,43.6,-12.60,0.435103,,,
10000032,30002686,Olettiers,-159,31.7,61.60,0.434761,,,
10000042,30003467,Frulegur,-20.6,26.9,35.60,0.434329,,,
10000001,30000105,Abha,-77.4,83.1,-72.00,0.434101,,,
10000001,30000118,Uanzin,-52.7,38.9,-48.10,0.433972,,,
10000020,30001719,Sagain,-215,73.8,-164.00,0.43391,,,
10000069,30045334,Mushikegi,-186,77.8,138.00,0.433612,,,
10000048,30003827,Aubenall,-250,102,114.00,0.431851,,,
10000064,30004988,Hulmate,-230,4.64,35.30,0.431834,,,
10000067,30005207,Nardiarang,-232,47.9,-16.60,0.431209,,,
10000067,30005228,Chamja,-236,23.8,-4.28,0.430897,,,
10000001,30000073,Irshah,-95.3,60.9,-89.50,0.429507,,,
10000030,30002577,Bundindus,-59.7,13.1,47.50,0.428685,,,
10000064,30004986,Estaunitte,-196,48.6,82.20,0.428204,,,
10000043,30003499,Mai,-159,38.4,-79.90,0.428053,,,
10000043,30003556,Arton,-145,63.1,-112.00,0.426982,,,
10000043,30002216,Aldali,-206,85.3,-108.00,0.426876,,,
10000001,30000074,Hasateem,-109,68.6,-91.80,0.426496,,,
10000049,30003892,Efa,-279,44.8,-184.00,0.42617,,,
10000032,30002651,Fasse,-172,31.3,-8.59,0.425743,,,
10000001,30000036,Yishinoon,-69.1,15.2,-28.80,0.424718,,,
10000001,30000038,Dooz,-62.1,48.8,-77.10,0.423729,,,
10000064,30005003,Adirain,-238,62.4,28.00,0.423686,,,
10000064,30004996,Obalyu,-227,10.5,50.50,0.423577,,,
10000049,30003886,Ashmarir,-309,53.4,-158.00,0.423365,,,
10000001,30000111,Hothomouh,-102,31.7,-81.30,0.422981,,,
10000001,30000037,Uplingur,-66.2,16.3,-25.70,0.422069,,,
10000069,30045343,Immuri,-245,113,115.00,0.42116,,,
10000016,30001390,Pakkonen,-177,113,142.00,0.42091,,,
10000020,30001681,Teshkat,-189,81.9,-120.00,0.420654,,,
10000038,30003070,Sosala,-143,50,-47.60,0.420527,,,
10000067,30005196,Ahbazon,-220,23.5,-9.90,0.42052,,,
10000052,30004104,Ansasos,-238,16,-23.40,0.420356,,,
10000016,30001388,Mara,-169,103,158.00,0.419988,,,
10000067,30005233,Leran,-262,7.23,15.40,0.419951,,,
10000028,30002417,Kadlina,-19.8,-12.8,-23.70,0.419907,,,
10000065,30005083,Jedandan,-270,30.2,-78.10,0.419224,,,
10000068,30005320,Hevrice,-236,49.3,55.30,0.418609,,,
10000068,30005297,Ouelletta,-240,37.6,59.20,0.418579,,,
10000030,30002561,Auren,-73.4,7.04,42.40,0.417913,,,
10000002,30000203,Eruka,-95.2,65.4,143.00,0.417261,,,
10000016,30001385,Jan,-143,79.8,161.00,0.416954,,,
10000042,30003460,Offikatlin,-34.4,36.3,26.40,0.416438,,,
10000033,30002767,Kubinen,-173,74.1,82.20,0.416024,,,
10000042,30003466,Eurgrana,-19.4,44.1,48.00,0.416024,,,
10000052,30004140,Zinoo,-245,59.8,-47.20,0.415962,,,
10000043,30003474,Sahda,-207,61.9,-14.10,0.415743,,,
10000030,30002579,Hedgiviter,-52.5,16.8,48.10,0.415673,,,
10000069,30045314,Kinakka,-222,102,159.00,0.415623,,,
10000065,30005084,Miroona,-276,22.8,-81.40,0.415573,,,
10000067,30005210,Makhwasan,-242,46.1,-3.54,0.41512,,,
10000038,30003071,Anka,-149,48.9,-47.70,0.4146,,,
10000033,30002770,Tunudan,-174,77.9,90.80,0.414378,,,
10000064,30005020,Seyllin,-208,74.3,47.80,0.413983,,,
10000038,30003072,Iesa,-156,37.8,-49.30,0.413819,,,
10000042,30003471,Konora,-0.423,36.6,38.80,0.413524,,,
10000049,30003907,Tegheon,-315,31.4,-147.00,0.413441,,,
10000038,30003079,Saikamon,-164,21.7,-49.10,0.412492,,,
10000044,30003606,Toustain,-332,44.8,45.20,0.411824,,,
10000030,30002541,Dal,-126,34.5,9.69,0.41136,,,
10000052,30004106,Bordan,-236,13.3,-27.50,0.411153,,,
10000043,30002270,Avair,-168,42.3,-117.00,0.411113,,,
10000016,30001435,Ohbochi,-228,80.6,179.00,0.410927,,,
10000049,30003884,Nourbal,-302,72.5,-156.00,0.410644,,,
10000001,30000113,Astabih,-51.5,37.5,-37.60,0.408818,,,
10000065,30005079,Zatamaka,-257,47.2,-68.30,0.408385,,,
10000065,30005082,Enal,-263,29.2,-75.80,0.407628,,,
10000052,30004120,Iaokit,-272,23.8,-37.00,0.407622,,,
10000042,30002059,Auner,-137,31.6,43.80,0.407542,,,
10000001,30000110,Bekirdod,-107,46.1,-88.50,0.405349,,,
10000068,30005329,Amoderia,-220,63,52.30,0.404852,,,
10000030,30002554,Wiskeber,-55.7,11.4,25.20,0.404436,,,
10000048,30003825,Eugales,-246,102,117.00,0.404252,,,
10000064,30005010,Atlulle,-213,13.5,53.00,0.404096,,,
10000042,30002082,Floseswin,-131,29.5,34.40,0.402952,,,
10000048,30003849,Aubonnie,-259,63.5,78.80,0.402796,,,
10000038,30003077,Uusanen,-159,36.9,-40.10,0.402339,,,
10000001,30000039,Bayuka,-59.8,39.1,-73.20,0.400722,,,
10000054,30004269,Rashagh,-375,9.19,-73.90,0.400524,,,
10000028,30002387,Bosena,-51.6,20.7,1.82,0.400467,,,
10000065,30005080,Rannoze,-258,33.3,-69.10,0.398826,,,
10000032,30002691,Crielere,-152,34.8,66.60,0.39845,,,
10000016,30001356,Dantumi,-168,111,160.00,0.398268,,,
10000033,30002808,Oto,-182,73.3,108.00,0.39809,,,
10000068,30005328,Reblier,-269,29,46.90,0.398014,,,
10000052,30004118,Ardhis,-268,30.6,-38.60,0.39791,,,
10000064,30004977,Yvangier,-209,53.6,77.10,0.397838,,,
10000069,30045319,Eha,-244,97,148.00,0.397185,,,
10000033,30002796,Hysera,-180,63.9,96.00,0.397183,,,
10000001,30000067,Sharir,-60.9,78,-65.70,0.396849,,,
10000065,30005030,Fensi,-254,24.8,-68.80,0.396833,,,
10000042,30002057,Hadozeko,-129,23.8,40.50,0.396071,,,
10000065,30005034,Bridi,-251,19.6,-74.10,0.395947,,,
10000069,30045320,Pavanakka,-230,99.6,150.00,0.395649,,,
10000043,30002219,Nomash,-201,86.6,-109.00,0.395444,,,
10000032,30002638,Sharuveil,-195,74.8,23.40,0.395324,,,
10000064,30004997,Vifrevaert,-246,19.8,55.50,0.394994,,,
10000037,30003044,Elarel,-194,1.97,21.30,0.394527,,,
10000048,30003828,Moclinamaud,-247,95.5,125.00,0.394321,,,
10000067,30005280,Partod,-297,-20.2,-62.90,0.393993,,,
10000036,30002982,Rahadalon,-119,89.7,-94.90,0.3935,,,
10000042,30003424,Enden,-85.5,83.6,69.10,0.392752,,,
10000042,30002083,Uisper,-129,28.5,30.70,0.392681,,,
10000001,30000016,Nazhgete,-83.6,63.7,-89.80,0.391497,,,
10000043,30002274,Tastela,-163,41.4,-114.00,0.391129,,,
10000065,30005072,Gademam,-240,78.5,-91.30,0.391041,,,
10000001,30000040,Uzistoon,-57.9,45.8,-74.80,0.390646,,,
10000016,30001438,Nannaras,-228,86.7,196.00,0.389715,,,
10000042,30002052,Ragnarg,-132,22,59.50,0.389339,,,
10000054,30004244,Onanam,-358,19.3,-75.40,0.388534,,,
10000067,30005256,Itrin,-282,12.9,-33.40,0.388429,,,
10000064,30004990,Onne,-225,4.53,41.10,0.38828,,,
10000043,30003481,Unefsih,-163,75.8,-128.00,0.388206,,,
10000042,30002086,Turnur,-130,32.5,25.90,0.387434,,,
10000001,30000070,Gomati,-102,61.7,-92.80,0.387421,,,
10000016,30001445,Nalvula,-146,91.3,164.00,0.387324,,,
10000036,30002977,Arayar,-154,53.9,-39.70,0.386265,,,
10000042,30002089,Avenod,-144,29.4,32.20,0.385905,,,
10000054,30004288,Ghekon,-399,9.11,-87.60,0.38559,,,
10000030,30002542,Auga,-128,42.7,6.57,0.385484,,,
10000002,30000204,Ohkunen,-95.2,71.5,146.00,0.384887,,,
10000048,30003807,Dour,-268,61.7,80.80,0.384864,,,
10000002,30000194,Otsela,-85.1,83.8,137.00,0.3844,,,
10000036,30002976,Labapi,-150,49.5,-42.10,0.383783,,,
10000032,30002635,Decon,-183,76.6,26.40,0.383779,,,
10000033,30002759,Uuna,-175,49.6,131.00,0.383502,,,
10000054,30004293,Pserz,-404,10.8,-97.40,0.383267,,,
10000043,30002238,Bourar,-253,21.3,-60.30,0.382961,,,
10000069,30045318,Martoh,-237,102,177.00,0.382837,,,
10000002,30000169,Ihakana,-71.2,102,121.00,0.380809,,,
10000043,30003543,Zanka,-153,103,-98.90,0.379878,,,
10000069,30045315,Raihbaka,-219,101,172.00,0.3798,,,
10000001,30000043,Sari,-62.8,52,-81.80,0.379343,,,
10000030,30002538,Vard,-128,37.3,5.42,0.379096,,,
10000002,30000191,Walvalin,-87.1,79.1,141.00,0.378683,,,
10000032,30002666,Basgerin,-160,13.8,14.80,0.378678,,,
10000069,30045340,Aivonen,-232,106,139.00,0.37733,,,
10000030,30002517,Gulmorogod,-121,62.4,7.85,0.376794,,,
10000043,30002255,Miyeli,-187,87.8,-111.00,0.376772,,,
10000030,30002556,Gusandall,-78.6,3.97,41.40,0.376585,,,
10000043,30003534,Namaili,-189,96.7,-62.10,0.376496,,,
10000054,30004245,Udianoor,-359,16.7,-80.90,0.376389,,,
10000052,30004119,Gasavak,-261,44.6,-38.00,0.37602,,,
10000016,30001361,Aurohunen,-157,110,161.00,0.37554,,,
10000033,30002756,Ishomilken,-168,47.6,142.00,0.374638,,,
10000028,30002389,Atlar,-49.1,16.9,11.40,0.373367,,,
10000064,30005007,Lisbaetanne,-236,62,44.10,0.373263,,,
10000067,30005213,Hesarid,-254,54.8,-15.10,0.373222,,,
10000020,30001686,Rethan,-191,85.3,-122.00,0.37302,,,
10000048,30003834,Chardalane,-309,25.5,126.00,0.372552,,,
10000032,30002697,Ravarin,-159,27.3,2.17,0.372319,,,
10000002,30000192,Otanuomi,-87.4,75.7,143.00,0.372287,,,
10000032,30002698,Aliette,-154,36.7,5.13,0.371283,,,
10000037,30003022,Mya,-170,5.59,16.90,0.371081,,,
10000052,30004105,Dehrokh,-246,7.58,-20.30,0.370817,,,
10000028,30002388,Oddelulf,-49.2,18.2,7.91,0.370781,,,
10000033,30002757,Nikkishina,-168,50.8,145.00,0.370777,,,
10000038,30003067,Huola,-140,47,-35.90,0.370249,,,
10000064,30004998,Parts,-224,16.7,58.00,0.370082,,,
10000001,30000047,Majamar,-73.4,34,-84.10,0.369186,,,
10000067,30005211,Zarer,-242,53.3,3.99,0.368477,,,
10000065,30005085,Ranni,-278,18.5,-76.90,0.367557,,,
10000048,30003837,Aldranette,-242,116,132.00,0.36751,,,
10000052,30004121,Menri,-259,49.3,-34.50,0.367294,,,
10000036,30002975,Roushzar,-146,46,-40.60,0.36698,,,
10000048,30003839,Evaulon,-245,107,132.00,0.366836,,,
10000054,30004246,Vehan,-356,20.1,-79.60,0.366523,,,
10000048,30003848,Amasiree,-254,63.4,77.00,0.366469,,,
10000044,30003602,Ratillose,-327,54,36.10,0.366468,,,
10000032,30002726,Raeghoscon,-213,64.9,10.20,0.366403,,,
10000030,30002553,Bogelek,-70.4,4.4,24.60,0.36637,,,
10000001,30000093,Ishkad,-84.1,77.4,-86.10,0.366036,,,
10000042,30002058,Ardar,-131,24,35.20,0.366011,,,
10000001,30000098,Kehrara,-73.7,71.7,-85.40,0.364844,,,
10000054,30004242,Sadana,-358,24.3,-66.90,0.364688,,,
10000032,30002718,Rancer,-149,29.9,66.00,0.364661,,,
10000067,30005260,Keri,-287,19.7,-36.20,0.364385,,,
10000069,30045341,Hallanen,-225,100,108.00,0.364361,,,
10000001,30000041,Bairshir,-59.5,30.6,-70.50,0.364088,,,
10000001,30000072,Nakah,-116,81.8,-98.20,0.363864,,,
10000043,30002249,Ruchy,-245,10.2,-76.40,0.363668,,,
10000038,30003068,Kourmonen,-137,42.1,-32.90,0.36348,,,
10000042,30002050,Hagilur,-130,18.1,54.60,0.362024,,,
10000042,30002085,Eytjangard,-141,30.3,28.10,0.361598,,,
10000054,30004240,Hier,-362,25.4,-62.20,0.36078,,,
10000049,30003929,Neda,-355,-5.03,-120.00,0.360001,,,
10000016,30001420,Daras,-207,83.6,198.00,0.359979,,,
10000043,30003486,Kheram,-164,86.7,-119.00,0.359864,,,
10000043,30002237,Sobenah,-252,15.7,-66.30,0.35959,,,
10000020,30001663,Gemodi,-188,44.8,-128.00,0.359262,,,
10000030,30002576,Hrondmund,-59,8.81,41.80,0.358804,,,
10000016,30001439,Anin,-231,86.6,198.00,0.358628,,,
10000001,30000065,Akhrad,-55.5,75,-65.70,0.358477,,,
10000048,30003826,Frarie,-240,104,115.00,0.357455,,,
10000067,30005279,Anara,-299,-15.7,-56.40,0.357107,,,
10000016,30001436,Isie,-233,77.4,175.00,0.357089,,,
10000048,30003795,Covryn,-274,36.4,50.20,0.355901,,,
10000043,30002273,Porsharrah,-163,49.3,-128.00,0.355681,,,
10000036,30002978,Asghed,-153,44.5,-36.00,0.355538,,,
10000038,30003063,Lamaa,-137,32.8,-42.20,0.355271,,,
10000042,30002084,Aset,-137,29.5,29.20,0.355244,,,
10000001,30000014,Shamahi,-77.8,71.7,-87.90,0.355242,,,
10000042,30002087,Isbrabata,-139,33.8,24.10,0.355195,,,
10000037,30003023,Gerper,-169,5.89,13.80,0.354437,,,
10000052,30004139,Sechmaren,-247,64.2,-47.40,0.354133,,,
10000067,30005212,Toon,-249,55.6,-9.71,0.35355,,,
10000001,30000108,Nieril,-101,32.9,-87.80,0.35344,,,
10000042,30002088,Vimeini,-141,38.4,20.70,0.353285,,,
10000043,30003541,Faswiba,-162,104,-100.00,0.353254,,,
10000037,30003059,Adeel,-196,-8.44,3.77,0.353048,,,
10000036,30003000,Thakala,-123,64.3,-101.00,0.352545,,,
10000052,30004109,Oberen,-226,10.8,-16.80,0.352251,,,
10000002,30000186,Oijanen,-61.8,81.4,98.20,0.351969,,,
10000065,30005031,Nebian,-259,19.2,-72.30,0.351497,,,
10000065,30005061,Perbhe,-344,23.3,-115.00,0.351467,,,
10000044,30003567,Yveve,-309,36.5,19.40,0.351355,,,
10000028,30002407,Altbrard,-43.8,6.36,3.81,0.349869,,,
10000067,30005271,Shapisin,-287,-1.8,-25.10,0.349652,,,
10000048,30003796,Iges,-267,35.6,55.40,0.349445,,,
10000044,30003585,Aeter,-313,36.7,-7.67,0.349169,,,
10000016,30001446,Otsasai,-152,97.8,167.00,0.349161,,,
10000042,30003444,Mateber,-47.7,69.3,46.70,0.348949,,,
10000043,30003477,Shajarleg,-222,63.2,-14.00,0.34858,,,
10000002,30000205,Obe,-92.8,70.8,148.00,0.346931,,,
10000064,30004980,Fliet,-207,43.7,79.80,0.345511,,,
10000067,30005234,Beke,-248,4.93,12.00,0.34512,,,
10000067,30005259,Lela,-306,0.546,-50.50,0.345111,,,
10000054,30004281,Jerhesh,-373,-7.56,-81.10,0.344131,,,
10000030,30002516,Lulm,-120,67.3,2.42,0.343974,,,
10000069,30045338,Hikkoken,-219,114,102.00,0.342755,,,
10000067,30005268,Gonditsa,-288,-4.86,-22.20,0.342482,,,
10000037,30003042,Alachene,-187,-1.8,25.20,0.342365,,,
10000032,30002725,Goinard,-219,63.3,10.40,0.342349,,,
10000067,30005238,Menai,-264,35.9,-65.20,0.341402,,,
10000020,30001720,Modun,-212,77.6,-167.00,0.341332,,,
10000032,30002722,Lamadent,-144,25.9,73.50,0.341173,,,
10000065,30005032,Khabara,-258,12.2,-78.80,0.340894,,,
10000049,30003896,Claini,-313,61.8,-158.00,0.340748,,,
10000048,30003840,Anchauttes,-253,105,137.00,0.339596,,,
10000030,30002540,Lantorn,-131,32.2,8.11,0.339486,,,
10000069,30045346,Kedama,-191,55.9,120.00,0.338464,,,
10000048,30003833,Oulley,-281,39.5,112.00,0.338416,,,
10000030,30002539,Siseide,-132,41,5.45,0.338351,,,
10000016,30001437,Tamo,-219,76.1,189.00,0.338287,,,
10000067,30005236,Noranim,-262,25.8,-58.60,0.337221,,,
10000054,30004235,Maseera,-322,1.4,-45.50,0.337204,,,
10000036,30002983,Soosat,-126,98.6,-95.90,0.336627,,,
10000001,30000114,Ubtes,-49.9,29.4,-36.00,0.336073,,,
10000033,30002806,Hasmijaala,-186,65,102.00,0.335829,,,
10000064,30005000,Old Man Star,-220,36.7,67.50,0.335687,,,
10000036,30002980,Sosan,-154,38.6,-33.00,0.335651,,,
10000069,30045345,Hirri,-202,57.7,113.00,0.335504,,,
10000033,30002760,Manjonakko,-178,48.7,133.00,0.334717,,,
10000032,30002723,Otou,-141,23.7,71.70,0.333603,,,
10000067,30005274,Otakod,-305,1.43,-31.10,0.332115,,,
10000065,30005033,Jeni,-265,14.2,-74.40,0.331892,,,
10000043,30003479,Akila,-233,70.7,-28.60,0.331138,,,
10000028,30002390,Heild,-51.9,18.3,-7.08,0.330762,,,
10000048,30003838,Oicx,-249,124,135.00,0.330045,,,
10000049,30003887,Kaira,-308,62.9,-167.00,0.329922,,,
10000002,30000207,Osaa,-89.4,64.6,147.00,0.329199,,,
10000016,30001447,Taisy,-148,92.5,169.00,0.328332,,,
10000069,30045339,Enaluri,-228,105,120.00,0.327798,,,
10000065,30005086,Arza,-274,23.7,-70.50,0.327651,,,
10000036,30002979,Tararan,-154,42.3,-29.70,0.327188,,,
10000001,30000097,Shach,-60.5,60.9,-83.90,0.326043,,,
10000043,30002241,Rimbah,-257,14.3,-62.30,0.324924,,,
10000002,30000163,Akora,-67.1,49.6,94.30,0.324625,,,
10000030,30002514,Bosboger,-125,63,1.85,0.324582,,,
10000067,30005258,Korridi,-293,3.32,-33.90,0.324548,,,
10000054,30004234,Maalna,-316,1.02,-43.90,0.324065,,,
10000033,30002810,Eranakko,-187,62.6,108.00,0.324033,,,
10000052,30004137,Omam,-251,62.4,-42.50,0.323171,,,
10000001,30000012,Asabona,-88.8,57.5,-96.30,0.322884,,,
10000028,30002418,Hegfunden,-14.9,-19.1,-24.60,0.322562,,,
10000042,30002091,Ontorn,-131,22.7,23.60,0.321813,,,
10000052,30004141,Hiremir,-243,73.7,-54.10,0.321715,,,
10000054,30004232,Zayi,-321,7.53,-31.50,0.321585,,,
10000030,30002551,Aralgrund,-59.2,5.94,26.20,0.321559,,,
10000043,30002240,Arodan,-252,8.45,-72.20,0.3211,,,
10000052,30004136,Mod,-254,58.7,-35.00,0.320811,,,
10000052,30004108,Chaneya,-230,6.66,-18.10,0.320207,,,
